,user_id,source
0,0001f83c-c6ac-4621-b7f0-8a28b283ac30,facebook_ads
1,00151b4f-ba38-44a8-a650-d7cf130a0105,yandex_direct
2,001aaea6-3d14-43f1-8ca8-7f48820f17aa,youtube_channel_reklama
3,001d39dc-366c-4021-9604-6a3b9ff01e25,instagram_new_adverts
4,002f508f-67b6-479f-814b-b05f00d4e995,facebook_ads
5,003b80c6-4164-4157-bb2a-03d0181d39c4,yandex_direct
6,003ee7e8-6356-4286-a715-62f22a18d2a1,instagram_new_adverts
7,004074f8-251a-4776-922c-8348dca1a2f6,facebook_ads
8,00440efd-aa50-4b4b-aae8-ffcd1782729d,facebook_ads
9,00464e5e-28ed-4be6-bf44-517ef7b3937b,yandex_direct
10,0056c007-c082-43cc-bdef-afc49bca4cb9,instagram_new_adverts
11,005ff87b-b475-4da7-862e-57ab91adbff4,youtube_channel_reklama
12,00606a1c-51e1-48d1-b053-77be528527c0,yandex_direct
13,006380d6-67a6-45de-ab1e-6eb54ad8dbe8,youtube_channel_reklama
14,00704880-11b2-4868-b52d-c3ee6edf4b90,youtube_channel_reklama
15,00734e08-ebce-4ab4-be33-47fe947c0d51,instagram_new_adverts
16,007ad796-add4-41a5-bc2a-e11561f16cd6,yandex_direct
17,007f9ffa-4c39-408b-a2e1-a84ddc10bee1,youtube_channel_reklama
18,00856327-739b-4507-922d-9213ad679bd7,instagram_new_adverts
19,0095c3a5-550a-4d6d-8120-560e5214335a,yandex_direct
20,00965328-5e54-453f-b11b-52f8ae9ae80b,facebook_ads
21,0099a74d-bafc-404f-ae47-5c901a06d108,facebook_ads
22,00ac051d-38ca-4746-b33c-4cff9d298d09,yandex_direct
23,00b45f70-fc28-4af4-9867-487e0a2906e7,facebook_ads
24,00be7371-fa79-4fbd-b8e7-8ba32e3f8f82,instagram_new_adverts
25,00c27597-5f3d-44c8-bb4c-eea494613358,instagram_new_adverts
26,00c2b9f2-2615-439c-aed0-6974e4c6c1c1,youtube_channel_reklama
27,00cb37e7-e425-4949-b3df-da316640fd1d,yandex_direct
28,00ceadbd-559b-4a7f-991a-12153374683a,instagram_new_adverts
29,00d48589-0a24-44cb-93c5-a5007c0c1a84,facebook_ads
30,00d48e6a-5102-4a38-9c6a-1906ad4dc6d7,youtube_channel_reklama
31,00d71bf1-85b1-4c0b-b33d-261915aeba98,youtube_channel_reklama
32,00d79512-ba8a-4786-a776-edbdb3458b7e,yandex_direct
33,00de2809-403e-4476-a2f7-ca1b11700190,instagram_new_adverts
34,00e05df7-ece7-4b18-bbe3-53816e9d3010,instagram_new_adverts
35,00e35426-f56b-4765-bcb9-915138b68243,instagram_new_adverts
36,00e83261-5fd4-4939-9616-802b5a0202c6,yandex_direct
37,00e842ff-5daf-4b43-af06-39351ebec658,youtube_channel_reklama
38,00e92de1-cbe3-41bc-9710-271be7841917,instagram_new_adverts
39,00eed4e1-a7bd-46c8-a563-862ce3c916d6,facebook_ads
40,00ef3286-af82-49d8-9710-d4a087912bfc,facebook_ads
41,00f090d8-e458-46e6-86ae-e24c90112839,yandex_direct
42,00f1df3e-5f44-4a65-8c40-ce0a4eb9cc11,yandex_direct
43,00f42670-be06-419d-ba58-6e51f3d894f4,youtube_channel_reklama
44,00f62740-5beb-41c2-89e8-f0108f8a2509,youtube_channel_reklama
45,00f71e77-45fe-4093-b211-8b0565cad5e0,yandex_direct
46,00f85890-3e72-45c0-a080-5e79193816d6,instagram_new_adverts
47,00fcac8c-cfae-420b-bffe-6eb797bbe460,instagram_new_adverts
48,00fd2476-ef52-4a00-a3d3-6180bda86308,yandex_direct
49,00fe05ad-3089-4cc3-85d8-d949a6e5e7fa,instagram_new_adverts
50,01006218-c9f6-40f5-b252-d6cfe5f64977,instagram_new_adverts
51,010843bd-9d46-455b-a46f-dae9d1779679,yandex_direct
52,0108c741-3fa9-4027-af75-e642cac746ac,yandex_direct
53,0108f47c-1f4f-431b-b514-3f9c4120dca7,youtube_channel_reklama
54,01097a56-a923-41d0-a625-5057bf3049b5,youtube_channel_reklama
55,01097b08-6f38-49b4-8f12-2f1f1f02f62b,youtube_channel_reklama
56,011e8846-9204-434b-809a-398310d730da,instagram_new_adverts
57,011facc8-9426-41f4-8261-fc6aa8c33c08,instagram_new_adverts
58,01303658-5ed3-4b39-85d6-7c7708ed08a6,youtube_channel_reklama
59,01303c2e-7de1-4742-8c3e-daf182b67b9f,facebook_ads
60,0133f36c-28e7-4270-954d-9856adbe59ff,yandex_direct
61,0136963c-c45c-4edb-92d8-205bd50a4d36,facebook_ads
62,013cd430-adee-4f9f-a645-e1eef615d9b5,youtube_channel_reklama
63,01423f95-1eff-42da-b748-323f488c2a26,instagram_new_adverts
64,01471558-b8e5-42eb-9b6d-8490cc09d5f5,yandex_direct
65,0149a361-912a-49ac-8ead-56a038cf3d1d,facebook_ads
66,014dd0d0-8d73-4ebc-b146-0d518e30cec0,yandex_direct
67,0152908e-5617-44e9-bc11-4c9404191bc8,facebook_ads
68,0157a678-6dc5-4de7-80c6-d5a50d8b21ec,youtube_channel_reklama
69,01599815-b915-42ad-95a8-169e150c695c,facebook_ads
70,015b90df-f393-4c95-a42c-14917be65000,instagram_new_adverts
71,015e2efc-8b8e-464f-abad-7e8dd3e0de15,instagram_new_adverts
72,01643970-15d5-4fc4-83af-cd891bfdad30,yandex_direct
73,01672605-47f5-4012-8f06-96f6f621e66c,instagram_new_adverts
74,0169d38d-8d58-436a-8534-effa7f8325bb,yandex_direct
75,016a07ce-04c7-4f29-a383-9975b97cfb3c,facebook_ads
76,01766a0c-d9e3-41b5-b73c-a9c351cd616b,youtube_channel_reklama
77,017f3035-b802-430f-a451-4c1b9783b1fd,instagram_new_adverts
78,017f6fb1-51e6-42f0-83e3-35aa79b023e6,instagram_new_adverts
79,01802006-dfe4-49a5-9d2f-594099a5e909,yandex_direct
80,0186d7ea-2bb1-413d-8a3f-465c7a8f395b,youtube_channel_reklama
81,01876700-ffe3-432e-82b6-9649ce27771b,facebook_ads
82,018793d6-38c8-450a-bd54-8c181d920f1a,facebook_ads
83,018c5eda-c650-4fd0-a212-654b8cebba7f,yandex_direct
84,01957fa7-5c9e-4694-aa20-88bf093c30d0,youtube_channel_reklama
85,01963ea2-1c88-4b66-ae39-681b772266f3,instagram_new_adverts
86,0196e9b5-5a07-4b3c-8c95-5c8b8cd6d072,youtube_channel_reklama
87,01980146-bbef-4a66-b16e-d9e100f8f162,yandex_direct
88,019df3af-c222-4486-8b02-d6a889747664,instagram_new_adverts
89,01a93ad3-ddbb-4a6b-83ca-8384d10a92ad,youtube_channel_reklama
90,01aa3a65-0f21-4c05-b842-a2dedbe9d426,youtube_channel_reklama
91,01afacee-b38f-4d96-968e-c6c9d01b93e9,yandex_direct
92,01b2a62a-62f8-415c-a22e-6e1b99707808,facebook_ads
93,01b39089-f0c8-43d8-813b-ab2680006806,yandex_direct
94,01b7826c-099b-409b-add0-0f2a8b2059f6,instagram_new_adverts
95,01b9c298-e4a6-4069-a59f-5fff97819090,yandex_direct
96,01c6aa4b-2679-4dc7-aec7-6ced90802541,instagram_new_adverts
97,01cd39d6-5b41-48c3-b26c-543efdf57826,youtube_channel_reklama
98,01cf532c-3944-4aaf-97c4-913d93025a39,instagram_new_adverts
99,01d0e320-6d10-497d-bc5e-e1db9a98d06f,facebook_ads
100,01d11d11-a6d4-4c38-b36d-09254de1285b,yandex_direct
101,01d1db2c-da09-46e6-9127-1348665f2152,instagram_new_adverts
102,01d425b9-5df7-442f-9c9d-fd7515590d25,facebook_ads
103,01d8ab1b-a7e1-475f-ae5b-d754ca9a1aaa,yandex_direct
104,01d90e09-b8dc-4e0b-9e32-74bbed85185c,instagram_new_adverts
105,01e0260d-8ad7-46e7-a2e9-fb0fc456be04,youtube_channel_reklama
106,01e2b256-4519-493f-b010-4a90a2755245,facebook_ads
107,01e7d537-d03a-4848-b8df-f1ac1140cada,youtube_channel_reklama
108,01e89058-078b-409b-a269-893b1f7dc648,instagram_new_adverts
109,01e9aa4c-2ddb-4c4d-acb3-a816ed5c5cfd,yandex_direct
110,01eaaf89-2796-496f-827c-354a0a39205e,instagram_new_adverts
111,01edfdf1-6854-45af-bc88-0dfb93f5617c,facebook_ads
112,01fa5214-e0c5-4c5e-9867-f1e97e2a3f3a,instagram_new_adverts
113,01fd3d8f-d741-46b0-a14f-aa5253df529b,yandex_direct
114,02032784-941b-47a3-af3f-398bb04f565f,yandex_direct
